1.35981,1.85999,1.05175,0.557648,0.609401,0.363236,0.201317,0.22188,0.897909,1.64063,0.372303,0.504408
0.751108,1.585,0.476887,0.0527451,0.319559,0.743598,0.305935,0.538338,0.854321,1.74956,0.00120576,0.795669
0.312658,1.63982,0.18257,0.119631,0.501144,0.728369,0.615363,0.797864,0.727313,1.63167,0.00144413,0.359719
0.212058,1.72979,0.0441897,0.122885,0.518169,0.680666,0.844055,0.949648,0.513207,1.50684,0.302333,0.104432
0.221499,1.80183,0,0.0803122,0.432487,0.58883,0.977452,1.07605,0.456839,1.38093,0.740303,0
0.129503,1.44562,0,0.0169724,0.308758,0.501186,1.07388,0.776391,0.776764,1.17824,1.12872,0.132077
0.821246,1.03017,0,0.274283,0.158929,0.421339,1.45571,0.271565,0.859362,0.809976,1.34287,0.505783
0.842709,0.998681,0.00202337,0.699383,0.202311,0.411455,1.67265,0.179469,0.881308,0.418059,1.27976,0.741036
0.939447,1.0752,0.0646764,0.844216,0.0718483,0.274886,1.62866,0.13261,0.924512,0.0953305,1.39691,0.923609
1.09122,1.03348,0.0818025,0.89013,0,0.158598,1.71024,0.0550037,0.801538,0.0919659,1.57157,0.831185
1.02389,0.985427,0.0710423,0.766198,0.0211351,0.0237748,1.65411,0.0522301,0.858749,0.217537,1.30807,0.59514
1.03478,0.983549,0,0.318817,0.490456,0.0238065,1.28341,0.0477087,0.543896,1.08219,1.24519,0.354953
1.03848,1.06504,0.0702292,0.382113,0.53325,0.11032,0.61614,0.296147,0.355602,1.43188,0.961343,0.398198
0.935878,1.10024,0.0380629,0.56923,0.296839,0.283496,0.636582,0.43621,0.591447,1.38649,0.639221,0.444189
0.82373,1.11012,0.0832939,0.823345,0.242198,0.310423,0.66046,0.352772,0.737356,1.35144,0.200779,0.419788
0.68276,1.03687,0,1.00708,0.372942,0.118708,0.680149,0.362792,0.653049,1.33339,0.371328,0.472699
0.839236,1.1419,0.00121481,0.836639,0.592497,0.14522,0.819516,0.718122,0.283831,1.24218,0.546952,0.410942
0.808704,0.981724,0.374725,0.668817,0.626206,0.141837,0.926441,0.829343,0.00282127,0.973979,0.792987,0.503659
0,1.18221,1.03377,0.175181,0.588982,0.105638,0.523519,0.966053,0.0389483,1.24427,0.785013,0.123884
0.0622403,0.862653,0.727676,0.0734414,0.634436,0.209621,0.61055,0.870651,0.0645723,1.68796,0.751217,0.0878226
0.0670471,0.545168,0.713978,0.0862129,0.613354,0.164835,0.701439,0.907106,0.0659225,1.63307,0.745792,0.0970142
0.170769,0.30499,0.994005,0.122393,0.563947,0.171156,0.74379,0.943718,0.270201,1.06632,0.716609,0.138447
0.327234,0.894217,0.576102,0.143492,0.427977,0.135955,0.459138,1.08275,0.645659,0.413731,0.582828,0.811037
0.290102,1.40964,0.0265821,0.171421,0.205375,0.191973,0.336914,1.16946,0.414541,0.672176,0.706441,0.958614
0.416475,1.57346,0.00109615,0.152104,0.337392,0.238533,0.520517,0.885173,0.148956,0.628131,0.823014,0.820056
0.379892,1.37169,0.00063126,0.154291,0.454118,0.0523935,0.634911,1.16534,0.0257768,0.601187,1.02832,0.553485
0.933995,0.886729,0.179368,0.470825,0.174072,0.034651,0.445904,1.01248,0.00335398,0.622143,1.31441,0.248173
1.37957,0.771912,0.437601,1.03571,0.00960266,0.043424,0.363834,0.824206,1.44574e-05,0.654186,1.04688,0.00100006
1.62778,1.13157,0.293396,1.25996,0.354653,0.0467175,0.360491,0.689677,0.118251,0.737025,1.14322,0
1.5822,0.845726,0.0427677,1.42557,0.906353,0.0577996,1.09385,0.675301,0.213152,0.888139,1.38989,1.15442e-05
1.46885,0.709573,0.026648,1.24123,1.26342,0.0993104,1.48144,0.595425,0.415177,0.846136,1.53064,7.63936e-05
1.33644,0.885155,0,1.04332,1.41759,0.101547,1.49141,0.471825,0.622608,0.651281,1.74533,0
1.3807,0.815078,0.284691,0.921338,0.94843,0.104294,1.34333,0.460108,0.834983,0.209029,1.86178,0.00687684
1.52316,0.86091,0.692012,0.930485,0.513128,0.0737123,1.20565,0.0532842,1.0648,0.0587807,1.4928,0.0480364
1.21634,1.10167,0.304139,0.118646,0.0538865,0.0468077,1.16791,0.0993074,0.576745,1.62876,0.854837,0.0732861
1.17114,1.34208,0.152775,0.117749,0.349247,0.118321,0.98687,0.105115,0.57138,1.70043,1.06499,0.126189
1.23162,1.66274,0.0165987,0.205837,0.371536,0.134721,0.767384,0.133253,0.416933,1.72173,1.194,0.129945
1.30234,1.80106,0,0.237852,0.439708,0.209942,0.775482,0.173134,0.262143,1.65946,1.24088,0.252422
0.987194,1.45332,0,0.342784,0.650937,0.180343,0.923584,0.264103,0.338847,1.34652,1.17501,0.444941
0.733451,1.17876,0,0.445471,0.597763,0.128418,0.857056,0.372832,0.170503,0.916368,1.01686,0.66999
0.975592,1.3266,0.0132542,0.495357,0.451558,0.0343304,0.835201,0.252235,0.604232,0.46901,1.19693,0.38917
1.09728,1.44112,0.00339679,0.770797,0.484492,0.168548,0.512844,0.169833,0.552617,0.656956,0.205296,0.503186
1.02948,1.59151,0.135929,0.386356,0.50144,0.0815389,0.347261,0.282306,0.400914,0.829205,0.240268,0.422364
0.595752,1.60151,0.500378,0.0331413,0.460293,0.0716845,0.331695,0.38759,0.325154,0.963251,0.293901,0.363235
0.121394,1.08877,1.37569,0.205106,0.339554,0.11243,0.582089,0.64283,0.443689,0.693287,0.394338,0.264123
0.245893,0.172778,1.97903,0.0794023,0.0720418,0.127699,1.29938,1.10671,0.699405,0.142007,0.34955,0.0934631
0.54135,0.219018,1.771,0.0914367,0.0467787,0.316515,1.75043,0.455852,1.7264,0.0010209,0.350862,0.238306
0.719322,0.283357,1.27879,0.306654,0.201914,0.190672,1.83086,0.163623,1.60277,0.023545,0.319773,0.36744
0.435617,0.273201,1.81307,0.427706,0.225341,0.448524,2.09014,0.0717745,1.27603,0,0.204948,0.428372
0.613065,0.423171,1.87585,0.399561,0.267441,0.575861,2.03942,0.238976,1.01246,0.0687463,0.209646,0.559787
0.664775,0.454374,1.37136,0.552721,0.287354,0.556441,2.01459,0.436462,1.05972,0.383456,0.123194,0.802988
0.743173,0.618227,1.10696,0.743482,0.401025,0.47946,1.88044,0.553001,0.705305,0.61863,0.141627,0.944438
0.672668,0.455246,1.50903,0.343867,0.125687,0.15895,0.595914,0.977867,0.987732,0.240601,0.955472,0.666648
0.534765,0.996506,0.842556,0.575325,0.230568,0.0405716,0.0745645,0.940137,1.13472,0.334169,0.86005,0.798528
0.0360032,1.24296,0.644693,0.685365,0.369119,0.050419,0.0811111,0.989164,1.02528,0.564089,1.10996,0.401945
0.0963586,1.54331,0.605333,0.731373,0.217642,0.058543,0.0983277,0.810621,1.27677,0.585004,1.30205,0.405133
0.00388583,1.63527,0.400379,0.745724,0.293252,0.0568396,0.199004,0.697011,1.42288,0.417495,1.62976,0.204956
0.532914,1.47375,0.0338617,0.876257,0.34297,0.0373475,0.978608,0.331283,1.28756,0.230489,1.84651,0.125628
1.08408,1.2124,0.00186188,1.08557,0.237908,0.0682898,1.39714,0.0998059,0.817686,0.027213,1.6529,0.118335
